Age,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night
18,70,44,66,59,99,4,52,98,1,16,1,0,3,1,5,5
20,71,44,51,55,93,2,86,56,2,10,0,1,1,1,5,4
23,54,73,50,53,81,3,70,77,1,27,1,1,1,2,9,7
23,60,78,65,75,93,5,97,67,0,20,1,0,3,0,5,7
19,57,52,85,94,79,3,98,99,0,13,1,1,0,1,2,7
21,74,84,90,52,68,6,72,64,4,29,0,0,1,1,3,5
22,76,78,98,60,58,9,98,52,1,8,0,0,0,1,6,4
24,97,95,44,84,82,0,65,85,3,26,0,1,0,0,1,8
18,53,50,53,91,59,1,84,66,2,10,1,1,0,2,6,5
21,79,85,85,90,70,1,53,82,3,11,1,1,1,2,5,6
19,76,45,72,89,91,4,57,55,1,17,1,0,2,2,2,6
20,75,73,59,56,56,0,93,76,3,21,0,0,0,2,2,4
18,93,73,52,69,56,4,94,68,1,22,1,1,3,1,2,6
19,60,63,56,99,61,9,76,76,4,5,1,0,0,0,3,8
23,52,90,65,99,77,0,66,92,4,12,1,1,0,0,10,5
18,83,40,50,80,62,3,72,98,3,21,0,0,0,2,2,6
19,67,71,97,85,75,7,93,87,3,27,1,1,3,2,3,5
23,50,53,46,97,65,1,60,88,1,21,0,1,0,1,9,8
24,62,84,99,72,75,0,64,76,4,11,0,0,2,2,3,5
23,65,42,90,56,63,6,89,54,3,17,1,1,3,2,7,4
22,80,89,65,83,99,0,96,83,1,21,0,1,2,2,3,4
20,58,90,84,98,74,8,54,57,1,8,0,1,2,2,6,5
22,70,89,80,84,87,0,90,62,3,18,0,1,2,0,9,6
19,74,49,52,90,85,5,82,85,2,16,0,0,3,2,6,7
24,72,77,60,71,74,7,61,82,0,13,0,1,1,2,4,6
21,98,40,70,54,61,2,87,65,1,20,0,0,3,1,5,8
24,52,90,78,58,75,1,86,88,4,20,0,1,0,2,8,5
24,97,83,72,99,84,1,57,96,0,29,1,1,2,2,8,7
24,79,71,68,74,73,8,75,77,1,15,0,1,0,1,7,5
22,89,83,66,50,54,7,87,83,2,18,1,1,2,1,5,7
21,71,45,69,97,50,1,59,63,0,8,0,1,2,2,9,8
23,72,71,66,74,66,7,73,98,4,18,0,0,0,1,1,8
19,93,57,72,91,57,7,56,63,0,5,1,1,0,1,4,7
20,94,98,93,77,95,9,65,94,3,8,1,0,2,2,10,8
21,61,91,77,55,58,3,60,96,1,9,0,1,0,0,7,7
19,59,84,83,80,69,8,75,85,3,20,1,0,3,1,5,8
21,74,96,75,99,85,4,57,90,2,19,0,0,2,2,4,8
22,95,60,78,51,90,8,69,72,0,25,0,1,2,1,5,4
19,66,94,74,92,73,0,63,95,3,16,0,1,3,0,1,6
22,82,59,41,61,59,1,87,87,2,16,1,1,0,0,4,5
18,85,83,99,69,63,8,84,66,3,9,0,1,0,2,1,4
19,88,84,42,68,70,8,54,51,4,23,0,0,0,0,2,6
21,78,41,63,94,68,3,97,77,3,5,1,1,3,2,9,4
18,70,61,46,75,67,5,87,92,1,15,0,1,2,2,5,4
22,98,41,45,72,56,3,80,93,3,9,0,0,0,1,9,6
22,80,99,87,90,95,0,73,91,3,24,1,0,0,2,9,5
21,86,47,65,52,51,0,58,60,3,21,1,0,2,1,10,8
18,67,72,88,54,72,0,98,71,3,22,0,0,0,1,5,8
24,83,87,56,51,99,5,50,80,3,8,1,1,0,1,3,8
23,62,52,55,84,82,2,84,83,0,21,0,0,0,1,4,8
20,62,69,55,76,67,1,75,66,0,22,1,0,0,2,5,7
21,85,76,76,93,57,9,95,84,4,5,1,0,3,0,6,7
22,76,49,88,74,98,1,69,79,0,12,0,0,0,2,6,4
19,84,86,67,61,50,6,75,78,2,7,0,0,2,0,8,5
18,63,57,62,90,84,8,87,83,1,22,1,0,0,2,8,7
23,79,52,98,64,94,1,52,80,3,10,0,1,0,1,8,6
20,72,73,47,96,51,2,52,58,3,11,0,0,1,1,3,5
19,79,64,69,62,86,5,60,93,3,7,1,1,0,2,4,4
18,64,95,64,58,99,5,57,62,4,17,1,1,0,0,4,4
23,85,92,45,74,81,5,50,87,4,5,0,0,2,2,7,5
21,90,69,56,52,70,5,81,58,2,26,1,0,3,2,5,8
23,63,61,41,51,93,9,89,83,3,5,1,1,2,0,4,7
21,65,59,92,74,77,0,97,94,4,6,0,0,0,1,10,5
24,83,56,76,60,87,7,72,50,3,21,0,1,0,1,5,4
18,84,72,88,50,79,2,63,98,0,27,0,1,3,1,1,4
23,85,88,71,64,51,3,93,51,3,27,0,0,3,0,4,6
20,84,58,75,73,60,0,92,50,2,7,1,1,0,1,7,4
23,69,51,82,69,53,4,81,92,2,12,0,1,0,1,3,7
18,69,68,94,56,55,8,63,85,4,18,1,0,2,1,7,7
19,62,44,45,78,50,0,95,55,3,5,0,0,1,0,5,4
19,57,82,59,85,71,2,58,96,2,18,1,0,0,0,1,7
23,84,71,82,83,58,3,52,83,0,16,1,0,0,1,4,6
23,54,69,97,69,92,1,89,55,4,19,0,0,2,2,10,8
21,96,58,98,56,87,7,78,93,0,28,1,1,0,2,3,7
18,91,94,78,74,78,7,62,74,2,11,1,0,2,1,4,6
21,92,45,51,94,74,8,83,63,4,21,0,0,0,0,6,7
20,95,92,47,73,62,5,88,91,3,15,0,0,0,1,10,4
24,70,62,96,59,73,5,92,86,1,15,0,1,0,1,4,8
19,92,92,66,54,82,2,64,81,3,21,1,1,1,2,7,6
22,57,83,51,97,89,6,51,94,3,28,1,0,3,2,8,6
22,51,46,96,87,54,4,75,93,0,26,1,1,2,1,3,6
18,89,89,46,65,85,9,92,61,3,21,1,1,1,1,3,5
18,53,80,83,64,87,9,60,93,1,16,1,1,2,0,2,8
22,99,41,77,94,77,9,71,68,4,15,1,1,1,2,6,8
18,83,48,45,58,60,3,62,71,4,24,0,1,2,1,6,5
19,87,78,60,76,76,3,50,98,1,10,0,1,2,2,1,6
20,62,79,49,85,75,8,94,87,0,19,1,0,3,2,9,4
20,83,84,76,69,73,7,56,66,1,17,0,0,0,1,2,5
21,52,83,68,52,73,7,88,82,4,21,0,0,2,2,4,5
19,91,79,40,61,55,2,67,76,1,9,0,1,2,1,9,8
24,58,85,98,95,59,8,63,55,0,22,1,0,3,1,7,7
18,84,74,60,76,54,5,97,94,3,20,1,0,2,0,3,6
18,61,55,55,90,62,4,82,91,3,9,1,0,2,2,10,8
24,53,94,53,77,63,8,84,88,4,16,0,0,0,0,2,8
21,74,41,49,97,62,3,87,77,0,22,0,0,0,2,9,4
21,58,61,99,95,60,6,67,61,3,27,1,1,0,0,2,4
18,86,83,57,74,86,4,78,94,3,8,0,0,3,1,4,5
18,61,65,64,65,90,5,63,67,3,5,1,0,2,2,2,5
24,67,41,92,80,66,0,91,51,2,9,1,1,3,0,7,8
19,78,43,78,83,65,4,79,99,3,29,0,1,3,1,6,7
24,64,78,62,74,92,5,62,93,2,24,0,1,1,1,8,4
21,68,97,93,91,81,4,94,81,1,20,0,0,0,2,3,6
24,90,73,84,59,64,8,79,50,4,8,1,0,1,2,7,4
24,58,70,53,66,85,3,74,61,4,15,0,0,0,0,8,4
24,54,59,78,84,67,8,51,72,2,22,0,0,1,1,1,5
19,66,55,95,62,79,4,95,81,0,27,0,1,2,1,8,8
23,71,41,69,71,99,6,97,85,2,14,0,1,3,2,1,5
18,77,56,84,98,65,0,78,89,3,30,1,1,1,1,6,8
22,68,66,98,81,96,2,72,77,0,8,0,1,1,0,2,7
24,89,51,81,97,66,7,67,82,4,14,1,0,2,1,9,7
22,51,45,46,86,77,0,63,90,1,26,1,0,3,1,10,8
23,71,83,54,86,73,9,78,85,1,21,0,1,0,1,10,4
18,69,93,75,79,89,1,56,97,2,25,0,1,1,0,10,8
21,82,96,56,57,53,9,95,93,2,27,1,1,0,2,3,5
22,98,77,97,75,81,5,58,58,2,17,1,1,0,2,4,8
21,75,43,64,62,88,5,87,97,2,10,0,1,1,1,10,8
22,99,84,67,99,73,0,65,60,4,22,0,0,3,1,5,9
21,65,46,82,63,55,3,61,99,3,19,1,1,0,0,3,8
24,51,80,71,61,62,1,77,85,4,24,0,1,0,0,7,5
22,58,86,62,81,83,5,88,81,1,17,1,0,1,0,2,8
21,69,83,44,75,94,5,86,66,1,25,0,0,1,1,7,5
23,65,97,75,51,71,7,61,56,1,27,0,1,0,2,5,7
19,54,84,92,56,78,8,66,56,3,23,1,0,1,2,9,8
21,71,81,81,90,61,4,93,93,3,23,1,0,3,1,2,5
19,66,55,62,74,70,2,86,71,0,19,1,0,3,1,9,5
19,56,95,47,57,66,3,85,77,3,16,1,1,0,0,9,8
18,64,50,88,73,82,8,63,96,1,29,1,0,1,2,8,4
24,94,94,96,62,99,1,89,62,3,21,1,1,0,2,5,5
23,65,58,63,61,90,6,67,88,3,26,0,0,3,1,3,6
19,85,47,83,97,59,0,70,73,3,17,0,1,1,1,10,8
20,80,89,64,68,78,2,64,60,2,18,0,1,3,1,1,8
24,71,40,70,52,53,5,56,92,3,21,0,0,1,0,10,6
19,61,89,90,98,62,4,71,84,2,23,1,0,2,2,3,6
21,68,55,45,89,58,4,50,54,1,16,1,0,3,2,6,8
19,79,93,71,62,66,6,72,77,0,13,1,1,0,1,4,6
21,67,81,52,70,83,2,86,92,4,11,1,1,1,0,6,6
21,60,79,60,93,74,2,98,53,0,15,0,0,2,2,4,4
20,55,61,78,67,96,6,53,70,4,10,0,0,2,1,9,8
19,93,43,41,78,60,5,64,90,1,15,0,0,2,1,8,6
19,72,89,75,76,68,0,74,92,2,26,0,1,3,1,10,7
22,81,50,57,70,66,6,58,88,3,29,1,1,0,2,6,5
24,74,62,80,81,61,6,55,65,2,19,0,0,2,0,10,7
22,93,76,48,73,99,0,72,75,4,8,1,1,0,0,8,6
18,77,68,84,51,69,7,79,87,3,15,0,0,1,1,7,4
21,74,51,78,90,97,5,91,57,4,20,0,0,1,0,5,8
20,96,48,98,55,69,2,99,79,4,14,1,1,0,0,9,8
22,85,47,94,73,60,5,88,86,3,10,0,0,0,1,4,4
19,55,91,57,79,55,5,61,92,0,10,1,0,3,2,4,6
18,58,41,41,85,92,9,87,55,0,16,0,0,0,0,10,5
20,89,98,79,70,51,7,76,66,4,10,1,0,1,2,9,6
23,91,51,76,86,98,3,72,77,1,11,0,0,2,0,4,6
19,77,46,41,56,70,1,96,85,2,26,1,1,2,1,4,7
19,77,74,47,82,62,8,85,86,0,24,0,0,1,2,8,5
23,81,44,75,91,80,8,84,62,3,6,0,0,0,2,6,5
21,71,76,94,94,56,1,50,50,4,13,1,1,0,0,7,7
21,84,91,94,78,53,0,93,84,2,18,0,0,2,2,4,8
22,55,42,49,65,91,7,89,95,2,6,1,1,1,0,1,8
22,98,87,63,58,71,7,64,89,4,22,0,0,2,2,4,8
19,87,63,42,67,75,1,64,81,2,14,1,1,3,0,4,4
24,81,49,68,77,58,6,52,98,1,14,1,1,1,0,2,5
19,65,50,85,59,53,2,52,71,4,11,0,1,0,1,8,7
22,58,95,87,97,68,2,83,76,2,13,0,0,2,1,5,5
23,70,46,69,94,75,3,59,50,2,26,0,1,0,0,9,6
22,83,92,45,51,88,5,96,97,0,24,0,1,0,0,5,8
19,81,72,62,78,75,8,92,79,2,28,0,1,3,0,4,4
20,69,42,95,89,89,4,67,69,2,22,1,1,0,1,3,8
19,80,67,53,62,55,2,69,52,0,19,0,1,3,1,10,4
20,90,89,59,76,53,8,66,68,4,11,0,0,3,2,10,5
20,51,83,84,70,57,0,54,50,0,21,1,1,0,0,1,6
19,72,69,84,59,88,7,51,66,3,27,1,0,0,2,7,5
24,87,91,94,80,87,7,72,97,3,6,0,1,1,1,9,8
24,77,47,63,99,57,2,97,57,1,16,1,1,2,0,2,6
18,82,94,70,68,51,1,95,77,2,8,1,0,0,2,4,7
22,75,90,68,77,84,8,90,59,3,25,1,0,2,2,8,7
24,99,82,95,66,92,5,81,89,4,20,0,0,2,0,9,8
21,52,89,86,93,87,0,92,78,4,27,0,0,3,2,9,8
19,74,72,89,93,60,8,75,60,3,6,0,0,0,2,6,6
20,54,80,47,58,79,3,59,93,0,27,0,0,0,1,2,8
19,57,73,87,95,87,3,84,89,1,6,1,1,2,1,1,7
22,69,61,65,57,62,6,96,97,0,12,1,0,3,2,4,7
23,57,74,41,54,76,6,50,50,1,8,1,0,0,2,6,4
24,98,55,43,82,65,3,62,72,3,8,1,0,3,0,2,5
24,97,66,80,69,61,1,63,99,0,9,0,1,2,1,6,7
24,66,56,62,76,98,5,54,90,3,17,0,0,2,0,1,5
20,81,47,92,82,95,6,61,91,1,24,1,1,2,0,6,6
21,76,59,84,52,72,8,69,81,4,27,1,1,0,1,5,6
21,90,91,41,64,56,4,96,85,0,19,0,0,0,2,2,5
24,81,62,81,73,86,6,93,90,3,8,1,0,2,2,4,6
21,50,84,51,63,62,0,97,54,1,7,1,0,0,0,9,6
23,88,50,65,52,58,8,56,84,4,17,1,1,3,0,2,4
24,87,65,77,54,69,3,51,90,0,24,1,0,3,2,5,5
18,75,46,92,90,76,6,55,52,1,20,1,0,1,0,3,5
20,95,48,67,95,54,9,95,64,0,19,0,1,0,2,2,6
23,95,77,88,57,78,8,57,66,0,6,0,1,3,1,10,7
20,76,76,86,62,50,6,78,92,2,15,0,0,0,1,8,4
24,80,52,64,82,94,7,61,89,3,18,1,0,1,2,10,4
23,99,68,70,97,96,9,51,82,2,20,0,1,1,0,9,5
24,64,91,82,64,86,8,54,90,0,5,1,1,0,1,6,8
23,66,50,41,92,73,6,85,72,1,10,1,0,2,2,5,6
24,59,41,93,75,62,6,59,93,3,28,0,1,0,2,7,6
18,94,79,86,97,87,1,61,61,1,17,1,1,3,0,3,6
20,87,43,54,56,96,4,68,85,1,22,0,1,0,0,6,6
23,55,98,98,98,57,3,82,62,4,12,0,0,3,0,7,8
18,99,76,50,72,73,4,73,51,0,19,1,0,3,1,1,8
19,86,68,94,97,65,6,97,64,1,13,0,0,3,1,4,7
24,92,65,59,72,67,1,71,74,0,12,0,0,2,1,7,5
22,52,74,85,76,70,0,59,92,2,15,1,0,2,2,10,6
23,75,45,67,90,97,3,76,75,2,16,1,0,1,2,6,7
21,84,95,84,86,62,3,72,58,1,13,1,1,0,2,10,6
18,77,77,49,80,74,4,89,99,0,11,0,0,2,1,2,6
18,83,51,56,70,97,9,96,63,4,20,0,1,2,2,8,4
23,90,73,45,89,73,7,91,99,3,14,0,1,1,2,7,4
18,68,48,91,97,93,3,69,96,2,10,0,0,1,1,2,4
19,92,41,57,50,52,1,60,77,2,24,1,1,1,2,9,7
18,58,77,81,79,97,6,95,54,4,23,1,1,0,1,6,4
22,63,78,89,93,59,6,69,84,1,27,0,1,3,2,2,8
22,52,75,94,82,99,4,88,92,2,18,0,1,2,0,5,5
24,68,51,46,90,58,2,99,72,2,12,1,0,3,1,1,4
24,69,76,93,94,72,0,78,61,3,26,0,1,0,2,2,8
21,90,43,51,87,65,2,73,90,4,12,1,0,1,2,9,6
19,82,76,84,85,71,4,84,77,4,21,1,1,0,0,10,5
22,71,73,83,98,62,7,59,59,0,9,1,0,1,0,1,5
23,82,79,40,93,98,8,74,97,4,20,0,0,1,2,4,5
20,52,93,53,90,65,4,65,97,3,26,1,0,0,0,9,7
20,59,91,69,54,82,7,58,68,4,18,0,0,3,0,4,6
20,81,98,65,61,56,9,80,53,0,16,1,1,0,0,10,6
24,82,98,95,77,91,7,78,81,3,29,0,1,0,0,1,6
23,88,86,61,85,77,7,88,65,2,5,1,1,2,2,5,4
18,70,97,96,65,98,9,93,53,1,13,0,1,2,0,6,8
23,86,92,67,54,71,3,61,94,2,28,0,1,3,0,1,8
18,84,83,97,65,59,0,88,99,0,21,1,1,3,1,8,8
20,98,44,84,88,67,9,68,67,3,18,1,0,3,0,1,6
21,60,42,89,93,86,4,81,87,2,20,1,0,0,2,6,8
21,77,90,46,95,82,7,92,53,0,13,1,1,0,1,9,7
18,80,69,75,68,88,8,62,68,2,6,1,1,0,0,3,7
20,99,88,48,68,53,3,80,55,1,11,0,1,1,1,5,7
23,60,58,57,70,79,5,74,52,2,13,0,0,0,1,1,7
21,76,63,77,68,96,5,89,79,2,17,0,1,2,2,1,7
18,67,82,83,83,55,2,84,90,2,14,0,1,2,2,2,5
23,76,94,42,67,54,1,88,72,0,18,1,1,1,0,6,5
20,61,45,71,51,85,5,64,76,3,9,1,1,0,1,7,8
19,52,91,73,71,65,1,85,63,4,9,1,1,0,1,5,4
20,78,87,44,61,82,3,80,86,0,13,1,1,0,1,1,4
24,66,58,70,51,77,1,72,68,4,16,1,1,0,2,1,5
20,59,61,82,73,99,7,68,53,4,13,0,0,2,2,1,5
23,66,42,43,60,94,8,66,58,2,19,1,1,3,2,3,6
23,52,40,85,72,83,5,50,56,1,12,0,0,2,2,4,7
22,97,68,74,63,63,4,58,71,4,9,0,1,1,0,8,8
22,79,45,89,80,63,9,52,53,4,26,1,1,0,0,9,4
23,90,51,53,99,94,0,92,90,2,10,1,0,0,1,5,5
23,71,90,90,77,79,3,93,95,1,29,0,0,2,0,4,6
19,95,74,45,82,89,2,92,62,2,29,0,1,1,1,10,5
19,74,78,64,95,72,3,90,74,4,22,0,0,3,1,9,8
20,78,51,51,68,55,2,61,75,0,17,1,0,2,2,6,7
24,74,89,92,58,66,2,74,99,4,24,1,1,0,2,3,6
21,86,92,82,64,58,2,95,53,0,26,1,0,0,0,7,4
24,78,71,41,70,89,5,87,83,3,22,0,0,0,0,9,8
19,63,94,40,82,85,3,50,67,1,7,0,1,1,0,10,6
20,57,90,57,50,54,6,72,75,3,5,0,1,3,1,2,6
24,80,83,48,92,81,5,50,60,2,9,1,1,3,1,9,7
18,74,84,77,53,93,1,64,58,4,9,0,0,1,2,2,8
22,54,46,79,95,84,8,71,62,3,9,1,1,0,0,5,4
24,69,56,96,97,75,4,94,53,1,17,1,1,0,2,1,4
21,75,44,97,99,65,1,82,63,0,18,1,0,3,0,2,4
20,91,40,79,90,94,1,68,84,0,23,1,1,1,0,7,7
24,53,49,40,57,71,7,74,82,2,10,1,0,0,2,4,4
23,67,92,61,85,92,7,90,77,2,7,0,0,0,1,7,6
18,91,54,70,60,89,5,64,50,4,21,1,0,1,0,4,7
22,82,98,69,94,90,3,80,56,3,17,1,0,0,2,1,7
18,64,75,76,65,99,4,63,92,4,21,0,0,2,0,6,6
20,92,54,97,66,87,6,74,63,0,14,0,0,1,1,9,7
19,74,69,93,95,51,8,51,95,0,23,0,0,3,2,6,8
22,74,53,46,50,60,5,92,93,3,22,1,1,1,1,7,4
18,98,99,55,59,51,2,52,57,4,21,1,0,0,0,7,7
19,97,90,89,71,59,0,61,94,2,5,1,1,1,1,1,6
21,67,41,89,85,53,1,66,81,3,26,0,0,0,0,2,5
20,57,96,56,82,75,6,81,81,2,14,1,1,0,0,1,5
20,66,83,83,83,51,1,86,92,3,8,0,0,2,0,1,8
22,51,44,80,94,73,4,54,70,2,23,0,1,0,2,8,6
18,51,80,68,56,94,6,52,86,1,17,1,1,0,1,4,4
21,69,78,52,76,87,3,89,83,0,5,0,0,0,1,10,8
23,97,53,93,86,97,6,85,88,3,24,0,1,2,2,8,7
22,93,85,80,81,61,5,91,83,1,15,1,0,3,2,5,6
23,75,45,50,72,76,4,83,54,3,23,1,0,3,1,1,7
22,78,69,82,50,65,8,87,64,0,23,1,0,1,0,9,5
18,50,40,84,53,74,6,68,97,0,7,1,1,3,1,3,5
21,60,98,93,55,77,3,79,61,2,20,1,1,1,0,7,4
18,51,85,53,67,51,8,90,73,0,14,1,0,0,0,7,6
20,87,49,99,55,61,7,58,67,0,18,1,1,0,1,10,8
23,57,60,49,71,85,7,71,54,0,7,0,0,1,2,10,5
19,93,49,76,58,88,6,87,59,4,19,0,1,2,2,4,5
24,82,86,79,88,78,3,76,64,4,24,0,0,2,0,8,7
20,61,43,65,93,63,3,84,73,0,29,1,0,3,1,8,8
20,57,90,68,69,70,6,64,93,4,13,1,0,0,1,2,5
23,81,96,93,75,54,1,51,75,3,8,0,1,0,2,8,8
22,95,80,78,97,97,8,51,82,1,14,1,1,2,1,5,5
20,85,52,69,76,93,3,97,71,1,5,0,1,0,2,2,5
24,67,61,47,99,53,6,97,93,4,15,1,0,2,0,6,6
21,79,68,40,57,58,4,60,83,1,27,1,1,2,1,8,4
20,65,76,47,93,79,5,57,54,4,9,1,1,0,1,4,8
21,99,80,97,74,61,7,50,73,2,16,1,1,3,2,10,8
18,87,73,85,51,96,6,61,91,0,19,1,1,1,0,9,7
22,80,61,98,98,87,2,66,86,1,9,0,1,3,0,8,5
21,71,93,42,98,63,0,62,95,0,13,0,0,0,2,7,4
20,80,44,80,69,50,8,89,61,1,27,0,1,0,0,7,7
22,67,67,42,97,89,8,87,98,3,12,0,1,3,1,8,4
24,51,86,86,57,71,1,54,64,3,20,0,0,1,1,7,6
22,69,43,62,84,82,3,84,52,4,8,0,0,3,2,1,4
21,96,82,45,59,64,2,76,74,0,21,1,0,0,0,5,6
21,81,89,74,62,57,9,56,55,4,12,1,1,0,0,2,4
19,54,79,56,88,83,2,86,84,2,10,1,0,0,1,5,4
19,94,40,79,68,72,1,54,95,4,8,1,1,1,2,5,6
22,63,50,79,50,61,1,58,96,4,6,0,0,1,2,6,6
23,62,60,82,70,56,7,57,80,4,29,1,1,0,1,6,6
23,64,54,99,61,79,8,96,76,1,15,1,0,2,1,6,4
19,78,97,63,84,86,3,84,99,1,24,1,1,1,0,7,4
20,77,79,67,59,64,1,70,78,2,28,0,0,2,2,2,4
18,74,57,88,92,86,5,91,96,0,10,0,0,0,1,4,7
22,85,95,74,63,59,2,60,95,3,26,1,1,0,2,5,4
18,65,84,42,69,66,0,96,64,0,22,0,1,2,2,10,8
19,89,57,90,64,87,8,84,50,3,19,0,1,3,0,7,8
21,58,62,43,82,83,8,77,71,1,25,0,0,0,1,2,8
24,89,51,50,55,63,9,89,93,4,7,1,1,0,0,8,8
22,83,98,46,73,56,4,82,91,2,11,0,0,3,1,2,7
19,84,71,44,66,52,2,94,80,2,8,1,1,2,1,5,8
20,74,93,41,94,91,7,91,57,2,27,0,1,2,2,9,7
24,83,60,43,53,53,1,59,55,0,7,0,0,1,1,2,5
22,53,91,66,91,55,2,61,97,1,29,0,1,0,2,2,7
22,92,43,55,58,61,2,53,71,1,7,1,0,0,1,2,7
23,52,98,47,54,72,9,61,82,4,21,0,1,2,1,7,4
21,57,94,79,60,89,7,67,95,0,21,1,1,1,2,5,7
22,78,61,53,55,62,1,51,93,4,28,1,1,1,0,9,8
21,86,86,41,76,77,0,65,78,3,13,0,0,0,2,4,6
19,53,85,65,99,54,8,88,74,1,13,1,1,0,1,1,6
20,96,94,58,51,73,8,92,86,2,26,1,1,2,0,8,6
24,98,58,59,73,58,6,50,67,4,29,1,0,0,1,6,7
24,80,67,66,69,60,1,50,81,3,5,1,1,1,0,9,5
20,74,91,80,66,68,4,57,51,2,20,0,1,3,0,3,7
22,87,86,76,66,88,6,93,91,2,11,1,0,0,1,10,5
22,66,63,96,94,87,9,73,99,4,23,0,0,2,1,7,5
19,74,90,71,50,70,1,99,97,4,24,1,1,0,0,1,8
23,95,42,68,88,55,5,94,67,4,24,1,0,0,0,2,4
23,97,86,52,62,64,1,94,76,1,15,0,0,1,1,5,8
23,96,52,85,69,75,4,56,61,0,8,1,0,0,1,10,8
21,63,57,48,71,93,2,73,65,4,19,0,1,0,2,2,5
23,61,69,69,65,98,8,99,72,1,24,1,1,2,1,8,8
20,64,66,65,54,81,2,57,87,0,27,0,0,0,2,5,6
24,72,71,79,55,67,4,78,50,3,16,0,1,3,1,9,5
24,65,72,95,64,84,4,67,69,0,11,1,0,3,2,3,6
21,68,59,96,91,66,8,69,77,1,8,1,0,2,1,6,8
19,81,50,50,56,81,7,94,60,1,24,0,0,3,0,4,7
20,88,86,55,87,62,0,79,53,0,18,1,1,3,2,7,6
24,86,64,88,64,63,0,87,76,0,21,0,0,0,1,7,5
20,90,70,71,94,53,5,83,81,1,9,1,0,3,2,5,7
24,51,78,67,71,71,4,76,82,1,5,1,0,0,2,10,5
18,52,94,82,58,80,2,89,67,3,29,1,0,0,2,5,5
19,89,82,76,99,89,7,98,61,1,25,0,0,1,2,4,7
19,76,42,98,58,90,1,98,61,1,15,0,0,0,1,9,6
18,78,90,75,78,99,9,89,52,2,16,1,0,1,2,7,4
21,52,99,67,78,54,0,74,59,2,28,1,1,0,1,6,7
24,62,68,72,68,74,1,58,90,2,10,1,1,0,2,3,5
24,81,98,88,97,76,3,52,50,4,25,0,0,2,0,5,7
24,92,72,76,92,90,5,61,52,4,5,0,0,0,1,4,6
23,95,67,78,91,63,2,67,56,1,26,0,0,3,1,5,7
23,75,59,98,98,53,7,56,71,2,19,0,0,3,1,2,7
23,77,79,77,72,65,3,61,66,3,16,0,1,0,1,5,4
23,91,53,62,54,99,0,54,58,3,22,0,0,0,2,7,7
23,76,46,81,88,94,8,76,55,3,6,1,1,3,0,10,8
18,75,41,79,69,69,9,56,96,1,9,0,1,1,0,10,8
19,95,57,40,59,93,6,87,95,2,15,0,0,0,0,3,7
21,89,63,68,74,51,8,66,88,1,20,0,0,1,0,4,8
20,95,73,84,96,65,1,83,62,1,8,1,0,0,1,1,7
23,60,57,69,58,86,2,94,66,3,14,1,1,0,0,9,5
18,76,99,86,92,61,3,54,83,2,11,1,1,0,0,3,7
24,92,57,67,70,59,9,99,64,4,21,1,1,3,0,10,8
21,55,66,99,56,93,5,82,76,0,28,1,1,0,1,6,5
21,89,46,57,92,80,0,52,82,1,9,1,0,1,1,1,5
21,59,55,45,98,99,3,65,75,2,9,1,0,2,2,5,8
18,90,42,65,64,56,0,94,70,0,20,1,0,0,2,10,7
20,80,73,72,65,67,2,79,67,0,16,0,0,1,0,5,4
23,59,85,60,69,65,4,64,88,4,23,1,1,2,1,5,6
21,73,51,54,90,94,3,97,86,4,12,0,0,0,1,1,5
18,84,62,80,50,62,0,89,84,1,18,1,1,0,2,7,5
24,81,41,62,61,67,1,86,68,1,14,0,0,0,0,5,4
19,71,90,77,85,57,5,94,88,2,12,0,0,0,1,1,5
24,94,86,86,70,88,6,88,97,4,23,0,1,1,2,8,6
18,75,43,85,66,61,4,64,84,4,24,0,1,0,2,6,4
18,75,61,62,93,53,7,79,70,2,13,1,1,0,0,7,8
18,53,97,74,95,71,1,92,89,4,20,1,0,0,0,4,7
21,96,63,66,97,69,1,59,80,3,9,0,1,2,1,1,5
18,58,71,92,63,58,8,58,93,0,24,0,0,1,1,8,4
19,76,61,92,95,56,3,57,85,3,12,1,0,2,2,1,9
21,90,75,60,86,94,4,59,88,0,9,0,0,1,1,9,6
24,60,98,45,57,53,9,55,83,2,28,0,0,3,0,6,6
19,76,99,50,80,54,4,91,54,2,15,1,1,2,1,5,5
22,62,86,62,51,62,0,90,74,0,21,1,1,3,1,2,5
24,87,64,73,85,97,9,57,52,0,25,1,1,0,1,8,8
18,78,69,79,86,54,0,85,72,0,22,0,0,2,0,9,6
23,92,61,59,89,90,6,81,85,0,19,0,0,0,1,3,8
23,94,99,80,58,94,3,63,71,1,14,0,1,1,1,10,8
21,82,82,96,81,68,4,61,50,4,28,1,0,0,0,8,5
23,86,66,79,58,64,5,62,68,4,8,1,0,0,0,10,9
24,77,40,49,97,83,4,86,53,2,27,0,1,0,1,5,8
21,69,71,74,83,85,7,65,89,1,22,1,0,0,1,10,8
24,82,99,72,54,89,9,63,89,0,19,1,1,0,0,4,6
18,95,71,92,59,91,0,51,90,1,13,1,0,0,2,10,5
20,70,50,61,83,63,8,95,51,0,8,0,1,0,2,9,4
